,DOB,Height,Name,Reach,Stance,Weight
0,28-05-1989,69,Eduardo Garagorri,70, Orthodox,145
0,19-08-1986,66,Brian Kelleher,66, Switch,135
0,16-12-1987,72,Cody McKenzie,72, Switch,155
0,24-09-1980,66,Sara McMann,66, Orthodox,135
0,11-09-1977,61,Sean Salmon,0, Southpaw,185
0,06-01-1981,72,Riki Fukuda,73, Southpaw,185
0,07-10-1989,61,Ulka Sasaki,71, Southpaw,125
0,18-11-1982,74,Ildemar Alcantara,78, Orthodox,185
0,02-12-1992,68,Marlon Vera,70, Switch,135
0,01-04-1993,66,Jinsoo Son,69, Orthodox,135
0,05-12-1991,72,Brok Weaver,73, Southpaw,170
0,0,0,Paulo Santos,0,,0
0,09-03-1988,69,Drakkar Klose,70, Orthodox,155
0,13-05-1983,61,Yan Cabral,73, Orthodox,155
0,04-10-1978,72,Milton Vieira,72, Orthodox,145
0,08-01-1983,74,Colin Fletcher,78, Orthodox,155
0,31-03-1976,69,Rich Clementi,72, Southpaw,155
0,23-06-1981,73,Nick Thompson,74, Orthodox,170
0,0,72,Scott Baker,0,,210
0,09-05-1979,69,Gray Maynard,70, Orthodox,155
0,16-12-1982,61,Adriano Martins,72, Southpaw,155
0,30-05-1988,63,Virna Jandiroba,64, Orthodox,115
0,26-03-1990,72,Bobby Nash,74, Orthodox,170
0,23-02-1978,74,Ruan Potts,75, Orthodox,247
0,21-08-1982,69,Daniel Sarafian,73, Orthodox,185
0,13-05-1986,73,Arjan Bhullar,75, Orthodox,245
0,25-05-1977,61,Brad Blackburn,73, Orthodox,170
0,29-11-1984,69,Rashid Magomedov,70, Orthodox,155
0,08-10-1981,68,Francisco Rivera,68, Orthodox,135
0,04-11-1982,74,Eddie Sanchez,74, Orthodox,230
0,25-01-1995,72,Zelim Imadaev,76, Orthodox,170
0,30-12-1986,72,Wagner Prado,74, Southpaw,205
0,02-09-1981,72,Alessio Sakara,72, Orthodox,185
0,15-03-1978,75,Travis Wiuff,0, Orthodox,205
0,28-10-1979,74,Glover Teixeira,76, Orthodox,205
0,11-08-1995,74,Alex Gorgees,74, Switch,155
0,08-09-1986,78,Christian Morecraft,81, Orthodox,260
0,15-02-1973,66,David Baron,0, Switch,155
0,14-02-1995,67,Montana De La Rosa,68,,125
0,08-05-1978,67,Tatsuya Kawajiri,69, Orthodox,145
0,02-09-1989,66,Alejandro Perez,67, Orthodox,135
0,13-03-1983,66,Nam Phan,70, Orthodox,135
0,17-10-1977,72,Joe Slick,0, Orthodox,199
0,31-07-1984,64,Joseph Benavidez,65, Southpaw,125
0,30-05-1988,68,Amanda Nunes,69, Orthodox,135
0,07-09-1987,61,Yancy Medeiros,75, Orthodox,155
0,12-04-1989,72,Rick Glenn,70, Southpaw,145
0,19-11-1985,72,Erick Montano,73, Orthodox,170
0,13-02-1971,75,Elvis Sinosic,77, Orthodox,205
0,06-04-1985,64,Marcus Brimage,71, Southpaw,135
0,21-07-1988,61,Antonio Dos Santos,72, Orthodox,185
0,16-07-1969,72,Melton Bowen,0, Orthodox,225
0,02-05-1993,63,Jarred Brooks,62, Switch,125
0,29-12-1980,76,Josh Shockman,0, Southpaw,235
0,22-02-1992,75,Rob Wilkinson,80, Orthodox,185
0,26-09-1984,65,Dileno Lopes,65,,135
0,06-08-1991,67,Dan Ige,71, Orthodox,145
0,17-10-1995,68,Raulian Paiva,69, Orthodox,125
0,03-06-1986,66,Mara Romero Borella,69, Orthodox,125
0,23-08-1992,74,Miguel Baeza,74, Orthodox,170
0,31-12-1981,61,Diego Sanchez,72, Southpaw,170
0,14-09-1979,76,Antonio Silva,80, Orthodox,264
0,16-04-1985,72,Nate Diaz,76, Southpaw,170
0,0,72,Fabio Gurgel,0, Orthodox,205
0,29-12-1989,65,Sheila Gaff,62, Orthodox,135
0,13-08-1993,61,Joe Gigliotti,69, Orthodox,185
0,25-09-1980,73,Clay Harvison,74,,170
0,16-01-1992,77,Juan Adams,80, Orthodox,265
0,22-11-1970,64,Joe Son,0, Orthodox,236
0,0,72,Cory Walmsley,0, Orthodox,205
0,0,72,Michael Patt,0, Orthodox,205
0,15-01-1986,69,Efrain Escudero,70, Orthodox,155
0,03-08-1988,65,Ben Nguyen,65, Switch,125
0,28-06-1980,74,Sam Hoger,0, Orthodox,205
0,04-08-1978,61,Duane Ludwig,70, Orthodox,170
0,03-08-1987,75,Neil Magny,80, Orthodox,170
0,13-11-1986,67,Gregor Gillespie,71, Orthodox,155
0,28-07-1988,77,Greg Hardy,80, Orthodox,265
0,04-05-1978,73,James Wilks,75, Orthodox,170
0,29-11-1983,73,Jamie Yager,0, Orthodox,185
0,26-03-1993,64,Kai Kara-France,69, Orthodox,125
0,23-09-1983,76,Shane del Rosario,79, Southpaw,250
0,23-04-1989,69,Juan Puig,72, Orthodox,145
0,30-07-1966,74,Murilo Bustamante,0, Orthodox,183
0,24-08-1975,67,Hayato Sakurai,0, Orthodox,168
0,06-07-1989,75,Dmitry Sosnovskiy,77, Orthodox,240
0,18-11-1986,67,John Teixeira,0, Orthodox,145
0,15-10-1983,75,Jarjis Danho,74, Orthodox,265
0,12-12-1986,68,Zarah Fairn,72, Orthodox,145
0,22-09-1973,61,James Lee,0, Southpaw,205
0,13-06-1992,77,Kennedy Nzechukwu,83, Southpaw,205
0,11-05-1988,67,Julia Avila,68, Orthodox,135
0,02-06-1974,66,Matt Serra,68, Orthodox,170
0,02-01-1980,68,Mac Danzig,70, Orthodox,155
0,30-08-1989,61,Kyle Prepolec,70, Southpaw,170
0,29-05-1971,74,Matt Andersen,0, Southpaw,230
0,0,61,Donnie Chappell,0, Southpaw,178
0,26-03-1980,76,Nick Penner,77, Southpaw,205
0,15-05-1990,68,Justin Lawrence,67, Orthodox,145
0,08-11-1988,61,Makwan Amirkhani,72, Southpaw,145
0,01-03-1991,73,Zabit Magomedsharipov,73, Orthodox,145
0,01-05-1992,72,Jonathan Pearce,71, Switch,155
0,22-08-1988,65,Magomed Bibulatov,65, Orthodox,125
0,12-10-1984,76,Daniel Spohn,79, Southpaw,205
0,17-03-1989,61,Jamie Moyle,65, Orthodox,115
0,17-02-1990,73,Andre Muniz,78, Southpaw,185
0,22-02-1985,61,Ryan Hall,70,,145
0,09-09-1986,61,Bobby Green,71, Orthodox,155
0,02-07-1984,75,Vinny Magalhaes,79, Orthodox,205
0,08-09-1972,69,John Halverson,0, Southpaw,155
0,23-07-1991,67,Teruto Ishihara,69, Southpaw,135
0,14-10-1986,73,Saparbeg Safarov,78, Orthodox,205
0,09-06-1987,69,Jimy Hettes,71, Southpaw,145
0,09-07-1977,61,George Sotiropoulos,71, Orthodox,155
0,05-05-1991,75,Bevon Lewis,79, Orthodox,185
0,18-03-1983,76,Brendan Schaub,78, Orthodox,245
0,09-07-1977,75,Tim Credeur,75, Orthodox,185
0,31-10-1974,63,Charlie Valencia,64, Orthodox,135
0,31-12-1986,73,Daniel Rodriguez,74, Southpaw,170
0,13-08-1986,63,Demetrious Johnson,66, Orthodox,125
0,22-05-1982,61,Galore Bofando,72, Switch,170
0,08-11-1984,67,Thiago Tavares,68, Orthodox,145
0,15-01-1986,73,Andrew Craig,76, Orthodox,170
0,02-12-1975,69,Dennis Hallman,72, Orthodox,155
0,14-06-1985,66,Danny Martinez,67, Orthodox,125
0,09-06-1990,61,Takashi Sato,73, Southpaw,170
0,25-01-1983,74,Tor Troeng,77, Orthodox,185
0,11-12-1986,61,Elizeu Zaleski dos Santos,73, Orthodox,170
0,08-04-1992,66,Taylor Lapilus,73, Southpaw,135
0,29-04-1984,69,John Cofer,73, Southpaw,155
0,05-04-1986,72,Nico Musoke,75, Orthodox,170
0,17-04-1982,72,Martin Kampmann,72, Orthodox,170
0,15-10-1982,66,Vaughan Lee,66, Orthodox,125
0,25-04-1989,61,Leonardo Mafra,70, Orthodox,155
0,01-02-1987,67,Ronda Rousey,68, Orthodox,135
0,14-09-1984,73,Dwight Grant,76, Switch,170
0,25-06-1987,66,Melinda Fabian,66,,125
0,24-10-1991,69,Kelvin Gastelum,71, Southpaw,185
0,18-04-1980,61,Justin Levens,0, Orthodox,185
0,04-09-1994,72,Nicolae Negumereanu,78, Orthodox,205
0,10-05-1987,61,Anton Zafir,72, Orthodox,170
0,05-03-1983,72,Chris Cope,72, Orthodox,170
0,0,61,David Lee,0, Orthodox,155
0,22-07-1983,72,Eddie Gordon,76, Orthodox,185
0,17-04-1987,67,Nick Pace,68, Orthodox,135
0,21-08-1992,67,Leah Letson,71,,145
0,12-04-1987,69,Tiago Trator,70, Orthodox,145
0,05-09-1986,76,Francis Ngannou,83, Orthodox,250
0,25-08-1975,73,Jeremy Horn,74, Orthodox,185
0,22-02-1984,61,Edgar Garcia,71, Orthodox,170
0,20-02-1988,61,James Mulheron,73, Orthodox,243
0,0,72,Fred Ettish,0, Southpaw,180
0,15-06-1981,61,Kevin Casey,77, Southpaw,185
0,01-03-1979,74,Alexandre Dantas,0, Orthodox,238
0,26-02-1980,68,Rousimar Palhares,71, Orthodox,170
0,06-10-1988,64,Jennifer Maia,64, Orthodox,125
0,16-09-1983,73,Pablo Garza,73, Orthodox,145
0,31-03-1983,68,Tyler Toner,70, Orthodox,145
0,28-03-1985,69,Joe Ellenberger,72, Orthodox,155
0,18-02-1990,73,Marc-Andre Barriault,74, Orthodox,185
0,08-08-1980,67,Shayna Baszler,67, Orthodox,135
0,17-12-1989,76,Matt Dwyer,76, Orthodox,170
0,25-04-1988,61,TJ Waldburger,75, Orthodox,170
0,11-02-1971,72,Evan Tanner,74, Orthodox,185
0,08-08-1984,75,Alberto Uda,77, Orthodox,185
0,08-05-1982,63,Jessica Aguilar,63, Orthodox,115
0,24-10-1979,72,David Mitchell,76, Orthodox,170
0,22-05-1987,73,Teemu Packalen,75, Orthodox,155
0,08-08-1988,69,Mairbek Taisumov,73, Orthodox,155
0,04-06-1986,74,James Krause,73, Orthodox,170
0,15-08-1973,78,Marcus Jones,0, Orthodox,265
0,09-06-1984,72,Callan Potter,72, Orthodox,170
0,19-11-1976,69,Alexandre Barros,0, Southpaw,170
0,25-06-1990,61,Andre Fili,74, Orthodox,145
0,27-05-1986,69,Will Campuzano,70, Orthodox,125
0,25-09-1984,74,Phil Davis,79, Orthodox,205
0,31-07-1989,73,Julian Erosa,74, Southpaw,145
0,11-02-1989,66,Bec Rawlings,64, Orthodox,125
0,19-05-1992,73,Sergey Khandozhko,74, Orthodox,170
0,0,67,Greg Stott,0, Southpaw,220
0,29-11-1976,72,Ricardo Almeida,74, Orthodox,170
0,29-05-1977,72,Travis Fulton,0, Orthodox,240
0,01-07-1980,77,Christian Colombo,80, Orthodox,265
0,31-03-1984,74,Richardson Moreira,72, Orthodox,185
0,22-07-1986,69,Junior Hernandez,69, Orthodox,135
0,0,72,Jason Gilliam,0, Orthodox,170
0,03-01-1991,72,Jeremy Kimball,72, Switch,205
0,14-07-1979,61,Leonard Garcia,69, Orthodox,145
0,31-07-1978,68,Anthony Torres,0, Orthodox,170
0,13-01-1976,67,Leigh Remedios,0, Orthodox,155
0,16-07-1974,66,Andy Anderson,0,,240
0,18-08-1974,61,Chris Lytle,68, Orthodox,170
0,05-07-1980,73,Brodie Farber,0, Orthodox,170
0,08-12-1991,67,Pannie Kianzad,66,,135
0,04-08-1986,74,Jared Rosholt,75, Orthodox,265
0,20-03-1984,66,John Moraga,66, Orthodox,125
0,13-04-1988,65,Justine Kish,64, Orthodox,125
0,16-05-1984,61,Darren Elkins,71, Orthodox,145
0,16-07-1984,61,Walel Watson,69, Orthodox,135
0,16-12-1979,73,Peggy Morgan,70,,135
0,21-11-1986,74,Clint Hester,77, Orthodox,205
0,25-10-1988,75,Jake Collier,78, Orthodox,205
0,08-02-1989,72,Pawel Pawlak,73, Orthodox,170
0,28-08-1980,72,Jesse Bongfeldt,0, Orthodox,185
0,12-02-1974,61,Jerry Bohlander,0, Orthodox,199
0,07-01-1989,68,Levan Makashvili,68, Orthodox,145
0,03-12-1979,72,Seth Petruzelli,76, Orthodox,205
0,27-04-1980,72,Luke Cummo,74, Orthodox,170
0,06-10-1977,61,Rodrigo Ruas,0, Orthodox,185
0,19-05-1993,69,Sodiq Yusuff,71, Orthodox,145
0,03-09-1986,61,Lorenz Larkin,72, Orthodox,170
0,25-10-1984,73,Augusto Montano,73, Orthodox,170
0,12-09-1984,66,Rani Yahya,67, Orthodox,135
0,11-12-1966,74,Jeff Newton,0, Sideways,205
0,05-07-1995,72,Joe Giannetti,74, Southpaw,155
0,01-01-1968,73,Guy Mezger,0, Orthodox,200
0,24-10-1984,74,Jesse Forbes,75, Southpaw,185
0,12-04-1985,69,Felipe Olivieri,72, Orthodox,155
0,17-08-1976,69,Carlos Newton,0, Orthodox,170
0,25-08-1988,72,Giga Chikadze,74, Orthodox,145
0,22-01-1981,68,Luigi Fioravanti,70, Orthodox,170
0,30-11-1970,69,Jutaro Nakao,0, Southpaw,170
0,0,74,Robert Lucarelli,0,,245
0,14-03-1986,68,Robert Peralta,71, Orthodox,145
0,12-12-1985,66,Luke Sanders,67, Southpaw,135
0,14-06-1992,65,Polyana Viana,67, Orthodox,115
0,11-05-1989,61,Frankie Perez,73, Orthodox,155
0,0,61,Onassis Parungao,0,,200
0,14-06-1969,72,Teila Tuli,0, Orthodox,430
0,16-11-1977,61,Delson Heleno,0, Orthodox,185
0,13-09-1999,73,Chase Hooper,74, Southpaw,145
0,26-04-1965,61,Scott Ferrozzo,0, Orthodox,323
0,13-11-1977,74,CJ Fernandes,0,,170
0,17-12-1981,69,Francisco Trevino,70, Orthodox,155
0,02-08-1978,67,Jeff Hougland,68, Orthodox,135
0,22-05-1992,72,Steve Garcia,75, Southpaw,155
0,13-07-1969,61,Dave Strasser,0, Orthodox,170
0,18-03-1981,65,Julie Kedzie,64, Orthodox,135
0,13-07-1987,64,Cynthia Calvillo,64, Orthodox,115
0,13-02-1989,76,James Bochnovic,81, Orthodox,205
0,09-09-1988,61,Dong Hyun Ma,70, Orthodox,155
0,12-10-1990,65,Kyoji Horiguchi,66, Orthodox,125
0,05-10-1976,73,Matt Hamill,76, Orthodox,205
0,20-06-1977,74,Aleksei Oleinik,80, Orthodox,240
0,19-03-1991,61,Shane Burgos,75, Orthodox,145
0,20-11-1990,69,Boston Salmon,69, Southpaw,135
0,25-03-1985,61,Besam Yousef,71, Orthodox,170
0,09-02-1981,61,Charlie Brenneman,72, Orthodox,155
0,03-07-1986,74,Tim Williams,76, Orthodox,185
0,15-08-1991,75,Andy Enz,78, Orthodox,185
0,26-09-1984,63,John Dodson,66, Orthodox,135
0,18-11-1988,74,Jordan Johnson,79, Orthodox,205
0,20-02-1994,61,Grant Dawson,72, Switch,145
0,04-10-1988,61,Erik Koch,71, Southpaw,170
0,02-09-1987,73,Cathal Pendred,75, Orthodox,170
0,08-03-1978,69,Genki Sudo,0, Orthodox,155
0,24-02-1983,74,Jan Blachowicz,78, Orthodox,205
0,15-04-1983,69,Tae Hyun Bang,71, Switch,155
0,11-12-1971,73,Joao Pierini,0, Switch,155
0,10-05-1988,75,Cory Hendricks,0,,205
0,05-06-1992,65,David Dvorak,68, Orthodox,125
0,13-03-1982,68,Justin Salas,70, Southpaw,155
0,29-06-1983,73,Ricky Rainey,77, Switch,170
0,14-07-1969,72,Kazushi Sakuraba,0, Southpaw,185
0,13-12-1976,61,Todd Brown,0, Orthodox,205
0,15-12-1979,72,Paul Taylor,72, Orthodox,155
0,06-09-1987,61,Justin Jones,78, Orthodox,185
0,04-11-1986,68,Rustam Khabilov,73, Orthodox,155
0,27-03-1988,65,Vanessa Melo,65, Orthodox,135
0,12-08-1980,66,Frankie Saenz,66, Orthodox,135
0,0,67,Jermaine Andre,0, Orthodox,200
0,17-11-1981,74,Dong Hyun Kim,76, Southpaw,170
0,24-12-1985,72,Cyril Asker,74, Orthodox,247
0,09-04-1985,68,Kelly Faszholz,67, Orthodox,135
0,21-09-1993,68,Martin Bravo,71, Southpaw,145
0,05-02-1980,72,Leonardo Santos,75, Orthodox,155
0,03-06-1986,61,Greg Soto,73, Orthodox,170
0,29-06-1989,64,Jimmie Rivera,68, Orthodox,135
0,21-07-1982,72,Tim McKenzie,74, Orthodox,185
0,19-09-1967,74,Mark Weir,0, Southpaw,185
0,17-06-1993,72,Luan Chagas,75, Orthodox,170
0,27-07-1991,61,Macy Chiasson,72,,135
0,24-12-1992,72,Darren Till,74, Southpaw,185
0,30-09-1991,67,Geraldo de Freitas,72, Orthodox,135
0,16-11-1984,61,Nicolas Dalby,74, Orthodox,170
0,17-06-1976,61,Kuniyoshi Hironaka,70, Orthodox,168
0,04-05-1991,72,Roman Kopylov,75, Southpaw,185
0,23-09-1979,65,Antonio Banuelos,63, Orthodox,135
0,14-03-1988,75,Josh Samman,79, Orthodox,185
0,22-01-1992,74,Mickey Gall,74, Switch,170
0,14-11-1988,61,Justin Gaethje,70, Orthodox,155
0,17-05-1988,66,Nolan Ticman,69, Orthodox,125
0,26-10-1984,67,Cindy Dandois,68, Orthodox,135
0,30-12-1981,61,Shannon Gugerty,71, Orthodox,155
0,11-07-1976,72,Kenichi Yamamoto,0, Orthodox,170
0,08-06-1984,69,Noad Lahat,69, Orthodox,145
0,11-03-1984,61,Sako Chivitchian,0,,155
0,19-12-1975,66,Michihiro Omigawa,68, Orthodox,145
0,29-02-1980,61,Patrick Cote,71, Orthodox,170
0,02-05-1992,67,Justin Scoggins,66, Southpaw,125
0,0,74,Dave Beneteau,0, Orthodox,250
0,19-06-1979,73,Mike Swick,77, Orthodox,170
0,16-07-1981,69,Yui Chul Nam,69, Orthodox,145
0,19-04-1987,73,Pascal Krauss,72, Orthodox,170
0,07-07-1986,73,Jon Manley,75, Orthodox,170
0,07-07-1980,74,Eliot Marshall,77, Orthodox,205
0,27-12-1986,73,Cale Yarbrough,0, Orthodox,185
0,05-01-1979,69,John Gunderson,69, Orthodox,155
0,02-02-1991,66,Eric Shelton,68, Orthodox,125
0,17-10-1985,61,Omar Morales,73, Orthodox,155
0,11-02-1990,72,Megan Anderson,72, Orthodox,145
0,16-04-1990,65,Alexandre Pantoja,67, Orthodox,125
0,27-02-1993,73,Laureano Staropoli,71, Orthodox,170
0,29-04-1986,73,Dustin Hazelett,76, Orthodox,170
0,20-04-1982,73,Bristol Marunde,71, Orthodox,170
0,30-12-1990,72,Darren Stewart,74, Orthodox,185
0,07-04-1990,66,Azamat Gashimov,66, Orthodox,125
0,03-07-1976,61,Wanderlei Silva,74, Orthodox,205
0,03-02-1980,67,Rodrigo Damm,71, Orthodox,155
0,18-10-1989,67,Ji Yeon Kim,72, Orthodox,125
0,0,76,Carlos Barreto,0, Orthodox,230
0,0,68,Darrel Gholar,0, Orthodox,194
0,26-02-1984,61,TJ Grant,72, Orthodox,155
0,0,74,Harold Howard,0, Orthodox,240
0,14-07-1987,69,Alex Garcia,72, Orthodox,170
0,03-05-1989,72,Bryan Barberena,72, Southpaw,170
0,10-08-1985,61,Joe Proctor,72, Orthodox,155
0,17-12-1969,74,Chuck Liddell,76, Orthodox,205
0,25-08-1987,69,Piotr Hallmann,71, Orthodox,155
0,02-02-1980,72,Denis Stojnic,0, Orthodox,245
0,18-10-1987,72,Alonzo Menifield,76, Orthodox,205
0,12-03-1991,67,Rodrigo de Lima,75, Orthodox,155
0,04-08-1993,64,Ray Borg,63, Orthodox,135
0,22-03-1987,66,Joe Soto,65, Orthodox,135
0,24-02-1965,74,Andre Roberts,0, Orthodox,345
0,12-10-1984,68,Jamie Varner,72, Orthodox,155
0,07-06-1977,73,Chris Wilson,75, Orthodox,170
0,21-09-1978,61,Josh Thomson,71, Orthodox,155
0,04-08-1963,73,Art Jimmerson,0, Orthodox,196
0,08-04-1986,72,Danny Downes,72, Orthodox,155
0,24-08-1991,77,Ryan Spann,79, Orthodox,205
0,04-12-1975,72,Sean Daugherty,0,,175
0,03-11-1992,72,SeungWoo Choi,74, Orthodox,145
0,19-08-1982,69,Kyle Bradley,71, Orthodox,155
0,0,61,Joel Sutton,0, Orthodox,205
0,26-09-1981,76,Roger Gracie,79, Orthodox,185
0,0,61,Orlando Wiet,0, Southpaw,170
0,14-07-1987,73,Danny Roberts,74, Southpaw,170
0,03-03-1980,61,Kevin Burns,74, Orthodox,170
0,19-05-1981,72,Jason Day,72, Orthodox,185
0,08-09-1986,61,Kurt Holobaugh,70, Orthodox,155
0,08-12-1973,74,Lucio Linhares,0, Orthodox,185
0,09-09-1987,69,Kyung Ho Kang,73, Orthodox,135
0,08-04-1993,67,Julija Stoliarenko,66,,145
0,21-12-1968,75,Mark Kerr,0, Switch,266
0,03-03-1983,74,Rob Broughton,74,,265
0,24-06-1986,61,Jessamyn Duke,73,,135
0,28-11-1983,68,Shane Howell,69, Orthodox,125
0,12-09-1978,74,James Irvin,75, Orthodox,205
0,24-08-1978,69,Francisco Trinaldo,70, Southpaw,155
0,19-08-1994,61,Jake Matthews,73, Orthodox,170
0,08-02-1989,64,Syuri Kondo,66, Orthodox,115
0,18-06-1973,74,Wes Combs,0, Orthodox,205
0,0,69,Jess Liaudin,72, Orthodox,170
0,26-10-1978,73,CM Punk,73, Orthodox,170
0,0,72,Ryan Madigan,0, Orthodox,170
0,20-04-1979,72,Nate Marquardt,74, Orthodox,185
0,02-09-1977,66,Jeff Curran,69, Orthodox,135
0,22-10-1968,62,Phil Johns,0, Southpaw,170
0,09-02-1975,75,Wade Shipp,0, Orthodox,245
0,05-12-1983,73,Mats Nilsson,74, Orthodox,170
0,08-11-1989,75,Allen Crowder,76, Orthodox,245
0,26-01-1981,72,Carmelo Marrero,73, Orthodox,205
0,08-12-1988,61,Billy Quarantillo,70, Orthodox,145
0,07-05-1979,68,Kurt Pellegrino,70, Orthodox,155
0,12-04-1982,69,Gilbert Melendez,73, Orthodox,145
0,27-04-1984,61,Ricardo Abreu,73, Orthodox,185
0,18-12-1987,65,Deiveson Figueiredo,68, Orthodox,125
0,18-10-1975,69,Brandon Wolff,0, Orthodox,170
0,12-09-1984,69,Paul Kelly,70, Orthodox,155
0,14-10-1987,69,Marcin Wrzosek,0,,155
0,11-03-1967,61,Renzo Gracie,0, Orthodox,185
0,20-09-1977,73,Ryan Jensen,76, Orthodox,185
0,21-03-1992,66,Alex Perez,65, Orthodox,125
0,0,61,Flavio Luiz Moura,0, Open Stance,183
0,25-06-1987,61,Sean Spencer,75,,170
0,10-05-1974,61,Yoshiyuki Yoshida,70, Southpaw,170
0,25-06-1985,73,Marcos Rogerio de Lima,75, Orthodox,253
0,0,0,Eric Martin,0,,0
0,03-10-1978,76,Corey Hill,80, Orthodox,155
0,22-12-1982,64,Bentley Syler,68, Orthodox,125
0,23-05-1987,61,Ramazan Emeev,76, Southpaw,170
0,15-09-1992,75,Marcelo Golm,75, Orthodox,249
0,13-09-1992,65,Elias Garcia,67, Southpaw,125
0,17-12-1978,73,Scott Junk,0, Orthodox,265
0,28-02-1989,76,Vinicius Moreira,76, Orthodox,205
0,19-02-1984,77,Ednaldo Oliveira,79, Orthodox,205
0,15-01-1991,68,Zubaira Tukhugov,68, Orthodox,145
0,21-07-1981,74,Yushin Okami,75, Southpaw,170
0,0,61,Steve Jennum,0, Orthodox,215
0,17-12-1981,61,Jason Tan,0, Orthodox,170
0,19-09-1982,61,Jeremy Jackson,0, Orthodox,170
0,10-11-1977,75,Josh Barnett,78, Orthodox,250
0,22-11-1983,76,Mark Godbeer,77, Orthodox,240
0,0,73,Jason Fairn,0,,230
0,01-02-1967,75,Bill Mahood,0, Orthodox,200
0,05-02-1989,68,Joaquim Silva,69, Southpaw,155
0,25-08-1974,68,Allen Berube,0, Orthodox,155
0,17-04-1984,61,Siyar Bahadurzada,73, Orthodox,170
0,07-12-1984,61,Dongi Yang,71, Southpaw,185
0,16-12-1969,74,Bobby Southworth,0, Orthodox,205
0,31-01-1972,72,Kristian Rothaermel,0, Open Stance,205
0,03-10-1978,73,Wilson Gouveia,76, Orthodox,185
0,19-11-1989,68,Erik Perez,68, Orthodox,135
0,27-08-1993,69,Joe Solecki,70, Orthodox,155
0,06-07-1981,61,Mike Rio,71, Orthodox,155
0,09-02-1987,61,Gadzhimurad Antigulov,70, Orthodox,205
0,17-08-1994,72,Jamie Mullarkey,74, Orthodox,155
0,28-10-1968,74,Bobby Hoffman,0, Orthodox,245
0,09-01-1984,61,Yoislandy Izquierdo,0, Southpaw,155
0,22-11-1982,72,Edilberto de Oliveira,0, Orthodox,170
0,16-07-1979,61,Kazuhiro Nakamura,70, Orthodox,205
0,27-04-1980,73,Derek Downey,0, Orthodox,185
0,29-07-1975,61,Yoshihiro Akiyama,73, Orthodox,170
0,19-12-1990,65,Tatiana Suarez,66,,115
0,13-08-1985,72,Jonathan Brookins,73, Southpaw,145
0,01-09-1989,75,Henrique da Silva,76, Orthodox,205
0,29-11-1985,61,Max Griffin,76, Orthodox,170
0,13-05-1988,65,Josh Ferguson,66, Orthodox,125
0,14-04-1985,65,Jussier Formiga,67, Orthodox,125
0,04-06-1981,67,Tonya Evinger,70, Orthodox,135
0,24-06-1991,66,Joby Sanchez,68, Orthodox,135
0,10-02-1979,72,Nick Ring,74, Southpaw,185
0,19-04-1972,67,Dokonjonosuke Mishima,0, Southpaw,155
0,21-06-1981,61,John Polakowski,0, Orthodox,155
0,12-10-1971,68,Chris Brennan,0, Orthodox,170
0,04-01-1984,73,Derek Brunson,77, Southpaw,185
0,09-07-1988,61,Belal Muhammad,72, Orthodox,170
0,09-10-1992,66,Askar Askarov,67, Orthodox,125
0,19-08-1988,67,Priscila Cachoeira,65, Orthodox,125
0,0,72,Ivan Serati,0, Orthodox,205
0,22-06-1980,67,Brian Bowles,70, Orthodox,135
0,06-08-1992,72,Trevin Giles,74, Orthodox,185
0,26-06-1985,74,Adam Cella,78,,170
0,17-10-1982,74,Buddy Roberts,0, Orthodox,185
0,07-10-1974,67,Akihiro Gono,68, Switch,170
0,27-05-1981,63,Chris Cariaso,63, Southpaw,125
0,15-07-1972,68,Jason Black,0, Orthodox,155
0,24-12-1980,73,Jason Miller,72, Orthodox,185
0,11-03-1986,68,Chris Saunders,0,,155
0,04-01-1982,65,Jose Maria,0, Orthodox,125
0,0,72,David Abbott,0, Switch,265
0,26-04-1972,80,Dan Christison,0, Orthodox,265
0,0,0,Dave Berry,0,,0
0,24-05-1991,65,Emily Whitmire,63,,115
0,27-06-1983,68,Ernest Chavez,70, Orthodox,145
0,08-09-1991,67,Maryna Moroz,67, Orthodox,125
0,03-05-1974,73,Pedro Rizzo,0, Orthodox,241
0,15-02-1992,65,Khalid Taha,69, Orthodox,135
0,09-11-1981,61,Andre Winner,73, Orthodox,155
0,17-05-1980,76,Alistair Overeem,80, Orthodox,265
0,10-11-1966,61,Ian Freeman,0, Orthodox,225
0,20-10-1987,67,Ashley Yoder,69, Southpaw,115
0,28-11-1988,61,Patrick Walsh,71,,185
0,30-05-1979,67,Yves Jabouin,68, Orthodox,135
0,24-10-1994,61,Sean O'Malley,72, Switch,135
0,02-12-1977,72,Mike Wessel,0, Orthodox,260
0,04-08-1993,60,Brianna Van Buren,62, Southpaw,115
0,07-01-1987,61,Matt Hobar,70, Southpaw,135
0,22-08-1981,75,Ryan Janes,76, Orthodox,185
0,01-05-1985,66,Chad Mendes,66, Orthodox,145
0,0,75,Rex Holman,0, Southpaw,205
0,0,61,Todd Medina,0, Southpaw,193
0,23-08-1991,69,Bea Malecki,74, Orthodox,135
0,19-12-1969,73,Tedd Williams,0, Orthodox,275
0,21-05-1989,61,Renato Moicano,72, Orthodox,155
0,18-09-1984,64,Felice Herrig,65, Orthodox,115
0,28-02-1980,73,Francimar Barroso,75, Orthodox,205
0,15-09-1970,72,John Marsh,0, Orthodox,265
0,16-02-1989,68,Andy Ogle,69, Orthodox,145
