,index,Winner,R_fighter,B_fighter,WEIGHT_CLASS,METHOD,DETAIL,title_bout,date,location,attendance,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url,label,match_time,DOB,Height,Reach,Stance,Weight,DOB.1,Height.1,Reach.1,Stance.1,Weight.1
2782,2782,win,Robert Whittaker,Mike Rhodes,Welterweight,U-DEC,,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Robert Whittaker,0,0.36,1.0,0,1,0,66,183,93,213,1,1,46,163,10,10,10,10,62,177,3,4,1,2,Mike Rhodes,0,0.32,0.0,0,0,0,47,146,52,153,0,2,25,115,4,8,18,23,44,142,3,4,0,0,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/1f65f03f1225e061,0,15.0,20-12-1990,72,73, Orthodox,185,04-12-1989,73,74, Orthodox,170
2783,2783,win,Jake Matthews,Dashon Johnson,Lightweight,SUB,Triangle Choke,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Jake Matthews,0,0.7,0.36,1,4,0,60,85,137,167,4,11,51,76,5,5,4,4,4,22,10,10,46,53,Dashon Johnson,0,0.73,0.0,1,0,1,11,15,24,28,0,1,8,12,2,2,1,1,5,9,6,6,0,0,3,00:03:16,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/70e49c90d012de66,0,13.27,19-08-1994,61,73, Orthodox,170,25-01-1988,67,70, Orthodox,145
2784,2784,win,Richie Vaculik,Roldan Sangcha-an,Flyweight,U-DEC,,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Richie Vaculik,0,0.54,0.26,2,7,1,27,50,55,82,4,15,12,32,9,9,6,9,16,38,9,10,2,2,Roldan Sangcha-an,0,0.44,0.5,0,1,1,36,81,40,85,1,2,15,56,4,6,17,19,33,76,3,5,0,0,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/2977a9b5c30d89c1,0,15.0,19-06-1983,66,69, Orthodox,125,04-12-1990,64,65, Orthodox,125
2785,2785,win,Vik Grujic,Chris Indich,Welterweight,KO/TKO,Punch,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Chris Indich,0,0.4,1.0,0,0,0,14,35,20,42,1,1,3,21,6,7,5,7,6,25,8,10,0,0,Vik Grujic,0,0.5,0.33,0,2,0,15,30,24,39,1,3,12,27,1,1,2,2,10,21,5,8,0,1,1,00:04:55,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/eb13a9d04dca676e,1,4.92,22-04-1987,61,73,,170,06-02-1977,61,73, Orthodox,170
2786,2786,win,Neil Magny,Rodrigo de Lima,Welterweight,KO/TKO,Punch,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Neil Magny,1,0.54,1.0,0,0,0,30,55,31,57,2,2,29,54,1,1,0,0,30,55,0,0,0,0,Rodrigo de Lima,0,0.35,0.33,2,3,1,5,14,30,41,1,3,0,8,1,2,4,4,3,12,0,0,2,2,2,00:02:32,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/2bb2a2652fe38809,0,7.53,03-08-1987,75,80, Orthodox,170,12-03-1991,67,75, Orthodox,155
2787,2787,win,Dan Hooker,Ian Entwistle,Featherweight,KO/TKO,Elbows,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Dan Hooker,0,0.66,0.0,0,0,0,12,18,51,67,0,0,11,17,1,1,0,0,3,5,1,1,8,12,Ian Entwistle,0,0.11,0.0,3,0,0,1,9,1,9,0,2,0,8,1,1,0,0,0,8,1,1,0,0,1,00:03:34,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/ee532a38a0b93127,0,3.57,13-02-1990,72,75, Switch,155,19-11-1986,65,64, Orthodox,135
2788,2788,win,Gian Villante,Sean O'Connell,Light Heavyweight,S-DEC,,0.0,28-06-2014,"Auckland, New Zealand",8089.0,Gian Villante,0,0.56,0.0,0,0,0,93,164,120,194,0,1,55,122,23,25,15,17,74,142,19,22,0,0,Sean O'Connell,1,0.47,0.0,2,0,0,109,228,153,276,0,4,70,183,17,22,22,23,92,209,17,19,0,0,3,00:05:00,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/25a28456f684503e,0,15.0,18-08-1985,75,76, Orthodox,205,02-09-1983,73,74, Orthodox,205
2789,2789,win,Demetrious Johnson,Ali Bagautinov,Flyweight,U-DEC,,1.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Demetrious Johnson,0,0.61,0.0,0,0,0,133,215,164,248,0,4,51,109,41,52,41,54,59,120,73,94,1,1,Ali Bagautinov,0,0.29,0.16,0,0,0,36,122,66,158,2,12,9,79,24,31,3,12,11,81,25,41,0,0,5,00:05:00,5 Rnd (5-5-5-5-5),Jerin Valel,http://ufcstats.com/fight-details/933660cfab154f1a,0,25.0,13-08-1986,63,66, Orthodox,125,10-06-1985,64,65, Orthodox,125
2790,2790,win,Rory MacDonald,Tyron Woodley,Welterweight,U-DEC,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Rory MacDonald,0,0.32,0.5,0,1,0,49,150,97,202,1,2,29,115,19,31,1,4,46,145,1,1,2,4,Tyron Woodley,0,0.32,0.0,0,0,0,26,81,38,94,0,2,10,61,9,13,7,7,18,69,8,12,0,0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/de65739f00350c58,0,15.0,22-07-1989,72,76, Orthodox,170,07-04-1982,69,74, Orthodox,170
2791,2791,win,Ryan Bader,Rafael Feijao,Light Heavyweight,U-DEC,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Ryan Bader,0,0.56,0.43,0,2,0,53,94,107,154,7,16,22,61,16,18,15,15,17,49,10,13,26,32,Rafael Feijao,0,0.27,0.0,0,0,0,10,37,20,47,0,0,10,34,0,1,0,2,7,31,3,5,0,1,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/b72c19b80fb47ba4,0,15.0,07-06-1983,74,74, Orthodox,205,14-04-1980,73,73, Orthodox,205
2792,2792,win,Andrei Arlovski,Brendan Schaub,Heavyweight,S-DEC,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Andrei Arlovski,0,0.21,0.0,0,0,0,12,55,40,86,0,1,6,43,3,6,3,6,11,50,1,5,0,0,Brendan Schaub,0,0.34,0.2,0,0,0,30,88,65,136,1,5,23,77,7,11,0,0,15,48,3,8,12,32,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f3ebce624bb154ae,0,15.0,04-02-1979,75,77, Orthodox,240,18-03-1983,76,78, Orthodox,245
2793,2793,win,Ovince Saint Preux,Ryan Jimmo,Light Heavyweight,KO/TKO,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Ovince Saint Preux,0,0.41,0.5,1,3,0,14,34,20,40,2,4,7,26,3,3,4,5,11,29,2,4,1,1,Ryan Jimmo,0,0.51,0.0,0,0,0,15,29,19,34,0,1,4,15,3,5,8,9,13,27,2,2,0,0,2,00:02:10,3 Rnd (5-5-5),Kevin Dornan,http://ufcstats.com/fight-details/db747a157e1f264b,0,7.17,08-04-1983,75,80, Southpaw,205,27-11-1981,73,73, Orthodox,205
2794,2794,win,Kiichi Kunimoto,Daniel Sarafian,Welterweight,SUB,Rear Naked Choke,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Daniel Sarafian,0,0.75,0.0,1,0,0,3,4,3,4,0,0,3,4,0,0,0,0,3,4,0,0,0,0,Kiichi Kunimoto,0,0.5,0.33,1,3,0,5,10,9,14,1,3,1,6,0,0,4,4,5,9,0,0,0,1,1,00:02:52,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/7767149280471f2a,1,2.87,21-08-1982,69,73, Orthodox,185,01-05-1981,61,71, Orthodox,170
2795,2795,win,Valerie Letourneau,Elizabeth Phillips,Women's Bantamweight,S-DEC,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Valerie Letourneau,0,0.37,0.0,0,0,0,104,275,106,278,0,2,85,246,17,25,2,4,94,248,10,27,0,0,Elizabeth Phillips,0,0.24,0.0,0,0,0,67,270,69,272,0,3,57,249,6,17,4,4,64,254,3,16,0,0,3,00:05:00,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/594ce25b9e16c7ba,0,15.0,29-04-1983,67,68, Orthodox,115,20-08-1986,66,65, Orthodox,135
2796,2796,win,Yves Jabouin,Mike Easton,Bantamweight,U-DEC,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Yves Jabouin,0,0.45,0.62,0,2,0,60,132,81,156,5,8,38,98,21,32,1,2,44,111,13,15,3,6,Mike Easton,0,0.34,0.0,0,3,1,42,121,110,196,0,4,17,92,18,22,7,7,25,99,10,13,7,9,3,00:05:00,3 Rnd (5-5-5),Kevin Dornan,http://ufcstats.com/fight-details/5fe5c8cb69d8825e,0,15.0,30-05-1979,67,68, Orthodox,135,25-01-1984,66,70, Southpaw,135
2797,2797,win,Tae Hyun Bang,Kajan Johnson,Lightweight,KO/TKO,Punch,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Kajan Johnson,0,0.31,0.44,0,3,1,29,91,29,91,4,9,22,79,5,10,2,2,26,86,2,2,1,3,Tae Hyun Bang,2,0.31,0.0,0,2,2,34,107,40,113,0,1,32,102,2,4,0,1,29,93,0,4,5,10,3,00:02:01,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/a84d032d7d217427,1,12.02,21-04-1984,61,75, Orthodox,155,15-04-1983,69,71, Switch,155
2798,2798,win,Michinori Tanaka,Roland Delorme,Bantamweight,U-DEC,,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Roland Delorme,0,0.1,1.0,0,3,1,2,20,25,44,1,1,2,20,0,0,0,0,1,19,0,0,1,1,Michinori Tanaka,0,0.56,0.75,1,4,1,21,37,78,103,3,4,19,34,1,1,1,2,4,10,1,1,16,26,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/2d7ead5ad0952423,1,15.0,18-12-1983,69,71, Orthodox,135,04-10-1990,65,67, Orthodox,135
2799,2799,win,Jason Saggo,Josh Shockley,Lightweight,KO/TKO,Punches,0.0,14-06-2014,"Vancouver, British Columbia, Canada",13506.0,Jason Saggo,0,0.41,0.66,0,9,0,10,24,29,45,2,3,9,22,0,0,1,2,1,5,0,0,9,19,Josh Shockley,0,0.5,0.0,1,0,0,6,12,13,20,0,0,2,6,3,5,1,1,3,7,1,2,2,3,1,00:04:57,3 Rnd (5-5-5),Jerin Valel,http://ufcstats.com/fight-details/357ba2f1da89031b,0,4.95,23-11-1985,61,71, Orthodox,155,15-11-1989,73,74, Orthodox,155
2800,2800,win,Benson Henderson,Rustam Khabilov,Lightweight,SUB,Rear Naked Choke,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Benson Henderson,1,0.37,0.33,2,3,1,26,70,48,95,1,3,11,45,8,11,7,14,21,62,2,5,3,3,Rustam Khabilov,0,0.23,0.6,0,0,0,18,77,32,92,6,10,11,64,5,8,2,5,8,57,8,11,2,9,4,00:01:16,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/753004dcc9c53eb6,0,16.27,16-11-1983,69,70, Southpaw,170,04-11-1986,68,73, Orthodox,155
2801,2801,win,Diego Sanchez,Ross Pearson,Lightweight,S-DEC,,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Diego Sanchez,0,0.24,0.0,0,0,0,33,134,33,134,0,1,18,106,13,23,2,5,30,126,3,8,0,0,Ross Pearson,1,0.41,1.0,0,0,0,51,122,51,122,1,1,27,88,23,32,1,2,47,112,3,8,1,2,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/8d7ea177efadc718,0,15.0,31-12-1981,61,72, Southpaw,170,26-09-1984,68,69, Orthodox,155
2802,2802,win,John Dodson,John Moraga,Flyweight,KO/TKO,,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,John Dodson,1,0.42,1.0,0,0,0,27,63,41,81,1,1,14,44,8,14,5,5,23,55,0,0,4,8,John Moraga,0,0.14,0.0,0,0,0,8,54,8,54,0,2,3,35,3,11,2,8,6,51,2,3,0,0,2,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/dbc35626d0f0576b,0,10.0,26-09-1984,63,66, Orthodox,135,20-03-1984,66,66, Orthodox,125
2803,2803,win,Rafael Dos Anjos,Jason High,Lightweight,KO/TKO,Punch,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Rafael Dos Anjos,1,0.52,1.0,3,2,0,36,68,53,85,2,2,24,52,11,15,1,1,25,55,2,3,9,10,Jason High,0,0.37,1.0,0,0,0,24,64,26,67,3,3,21,56,2,7,1,1,18,57,4,4,2,3,2,00:03:36,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/b97d2f97d109cfc8,0,8.6,26-10-1984,68,70, Southpaw,170,12-10-1981,68,71, Southpaw,155
2804,2804,win,Piotr Hallmann,Yves Edwards,Lightweight,SUB,Rear Naked Choke,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Yves Edwards,0,0.34,1.0,0,0,0,27,79,31,84,1,1,15,63,9,13,3,3,21,72,6,7,0,0,Piotr Hallmann,0,0.49,0.36,1,4,0,56,113,96,162,4,11,25,70,23,32,8,11,29,72,10,17,17,24,3,00:02:31,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/6ff8fff0fe2a3cd9,1,12.52,30-09-1976,69,73, Southpaw,155,25-08-1987,69,71, Orthodox,155
2805,2805,win,Bryan Caraway,Erik Perez,Bantamweight,SUB,Rear Naked Choke,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Erik Perez,0,0.23,0.5,0,0,1,10,42,21,55,1,2,7,35,2,5,1,2,10,38,0,4,0,0,Bryan Caraway,0,0.2,0.5,2,4,1,7,35,17,46,2,4,5,32,2,3,0,0,5,29,2,6,0,0,2,00:01:52,3 Rnd (5-5-5),Raul Porrata,http://ufcstats.com/fight-details/410e3163827d6d3b,1,6.87,19-11-1989,68,68, Orthodox,135,04-08-1984,68,68, Orthodox,135
2806,2806,win,Sergio Pettis,Yaotzin Meza,Bantamweight,U-DEC,,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Yaotzin Meza,0,0.37,0.16,0,0,0,43,114,46,121,1,6,27,91,6,12,10,11,41,110,0,1,2,3,Sergio Pettis,0,0.33,0.0,0,0,0,54,161,60,168,0,0,28,120,10,22,16,19,53,159,1,2,0,0,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/6eee347f75f223f0,1,15.0,04-02-1981,69,74, Orthodox,145,18-08-1993,66,69, Orthodox,125
2807,2807,win,Lance Benoist,Bobby Voelker,Welterweight,U-DEC,,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Bobby Voelker,0,0.39,0.0,0,0,2,37,94,74,138,0,1,19,71,12,16,6,7,26,77,10,13,1,4,Lance Benoist,0,0.54,0.28,0,6,0,56,102,81,134,2,7,43,86,12,15,1,1,32,74,7,9,17,19,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/6597b770486021b8,1,15.0,26-04-1979,72,75, Orthodox,170,26-08-1988,61,73, Southpaw,170
2808,2808,win,Scott Jorgensen,Danny Martinez,Flyweight,U-DEC,,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Scott Jorgensen,0,0.41,0.66,0,7,0,40,97,82,152,10,15,29,82,10,14,1,1,16,65,18,24,6,8,Danny Martinez,1,0.32,0.0,0,0,0,47,143,48,144,0,2,36,125,8,15,3,3,30,113,15,26,2,4,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/d02ac0447fb2a7a0,0,15.0,17-09-1982,65,66, Orthodox,135,14-06-1985,66,67, Orthodox,125
2809,2809,win,Jon Tuck,Jake Lindsey,Lightweight,KO/TKO,Kick,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Jon Tuck,0,0.55,0.6,0,9,0,46,83,86,126,3,5,28,63,15,16,3,4,19,48,11,13,16,22,Jake Lindsey,0,0.65,0.0,0,0,0,49,75,117,144,0,2,16,35,26,30,7,10,25,45,24,29,0,1,3,00:02:47,3 Rnd (5-5-5),Raul Porrata,http://ufcstats.com/fight-details/5eb07bffdc8b7acf,0,12.78,28-08-1984,61,73, Orthodox,155,21-06-1986,61,71, Switch,155
2810,2810,win,Patrick Cummins,Roger Narvaez,Light Heavyweight,KO/TKO,Punches,0.0,07-06-2014,"Albuquerque, New Mexico, USA",8775.0,Patrick Cummins,0,0.58,0.6,1,0,0,32,55,49,73,3,5,29,51,2,3,1,1,5,16,2,3,25,36,Roger Narvaez,0,0.13,0.0,0,0,0,3,22,4,23,0,0,3,21,0,0,0,1,3,22,0,0,0,0,2,00:02:28,3 Rnd (5-5-5),Raul Porrata,http://ufcstats.com/fight-details/0c2a634606639d71,0,7.47,16-11-1980,74,76, Orthodox,205,09-09-1983,75,79, Southpaw,185
2811,2811,win,Stipe Miocic,Fabio Maldonado,Heavyweight,KO/TKO,Punch,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Stipe Miocic,1,0.57,0.0,0,0,0,8,14,11,18,0,0,6,12,0,0,2,2,5,10,0,0,3,4,Fabio Maldonado,0,0.25,0.0,0,0,0,2,8,2,8,0,0,2,7,0,1,0,0,2,8,0,0,0,0,1,00:00:35,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/09f9849d363433a7,0,0.58,19-08-1982,76,80, Orthodox,240,17-03-1980,73,75, Orthodox,205
2812,2812,win,Antonio Carlos Junior,Vitor Miranda,Heavyweight,U-DEC,,1.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Vitor Miranda,0,0.44,0.0,0,0,0,21,47,103,136,0,1,4,15,4,11,13,21,15,41,0,0,6,6,Antonio Carlos Junior,0,0.27,0.83,1,6,0,19,70,33,85,5,6,12,61,3,4,4,5,9,48,5,7,5,15,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c16454a3205506c6,1,15.0,10-03-1979,73,77, Orthodox,185,16-03-1990,74,79, Orthodox,185
2813,2813,win,Warlley Alves,Marcio Alexandre Junior,Middleweight,SUB,Guillotine Choke,1.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Marcio Alexandre Junior,0,0.38,0.0,0,0,0,8,21,22,36,0,1,1,11,7,10,0,0,2,15,6,6,0,0,Warlley Alves,1,0.48,0.66,1,3,0,19,39,44,67,2,3,12,29,4,6,3,4,7,15,3,8,9,16,3,00:00:25,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/bd0497a410822291,1,10.42,05-05-1989,72,75, Southpaw,185,04-01-1991,61,72, Orthodox,170
2814,2814,win,Demian Maia,Alexander Yakovlev,Welterweight,U-DEC,,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Demian Maia,1,0.39,0.66,0,5,0,29,73,83,128,2,3,27,70,2,2,0,1,4,34,0,0,25,39,Alexander Yakovlev,0,0.51,0.5,0,1,1,22,43,24,45,1,2,8,20,1,3,13,20,20,39,1,2,1,2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f9109d1e7c4ff9aa,0,15.0,06-11-1977,73,72, Southpaw,170,18-07-1984,75,74, Southpaw,155
2815,2815,win,Robert Peralta,Rony Jason,Featherweight,S-DEC,,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Rony Jason,0,0.41,0.33,1,1,0,30,73,40,83,2,6,16,49,9,16,5,8,26,67,4,6,0,0,Robert Peralta,0,0.4,1.0,0,0,1,51,126,81,156,1,1,20,84,10,20,21,22,44,117,6,8,1,1,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a104c62f69ce47de,1,15.0,21-03-1984,67,70, Orthodox,145,14-03-1986,68,71, Orthodox,145
2816,2816,win,Rashid Magomedov,Rodrigo Damm,Lightweight,U-DEC,,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Rodrigo Damm,0,0.35,0.0,0,0,0,37,104,42,117,0,4,14,71,2,11,21,22,32,96,5,8,0,0,Rashid Magomedov,1,0.39,0.0,0,0,0,63,161,66,164,0,0,26,93,19,42,18,26,56,151,2,3,5,7,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/16216dcec4a48768,1,15.0,03-02-1980,67,71, Orthodox,155,29-11-1984,69,70, Orthodox,155
2817,2817,win,Elias Silverio,Ernest Chavez,Lightweight,SUB,Rear Naked Choke,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Elias Silverio,0,0.37,1.0,1,1,0,65,172,65,172,1,1,39,124,13,29,13,19,55,155,10,17,0,0,Ernest Chavez,0,0.38,0.0,0,0,0,54,139,61,146,0,4,29,103,11,21,14,15,46,126,8,13,0,0,3,00:04:21,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/4041e280dc113323,0,14.35,22-09-1986,61,73, Orthodox,155,27-06-1983,68,70, Orthodox,145
2818,2818,win,Gasan Umalatov,Paulo Thiago,Welterweight,U-DEC,,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Paulo Thiago,0,0.38,0.14,0,0,0,42,110,48,119,1,7,23,86,13,18,6,6,27,92,15,18,0,0,Gasan Umalatov,0,0.38,0.14,0,1,0,24,62,46,85,1,7,15,45,3,9,6,8,21,58,3,4,0,0,3,00:05:00,3 Rnd (5-5-5),Wernei Cardoso,http://ufcstats.com/fight-details/c16b1dc7577fc31c,1,15.0,25-01-1981,61,73, Orthodox,170,11-09-1982,61,71, Orthodox,170
2819,2819,win,Kevin Souza,Mark Eddiva,Featherweight,KO/TKO,Punches,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Kevin Souza,0,0.46,0.0,0,0,0,79,170,79,172,0,0,65,149,14,21,0,0,72,160,7,10,0,0,Mark Eddiva,0,0.41,0.0,0,0,0,54,131,57,135,0,2,22,91,4,7,28,33,47,121,2,3,5,7,2,00:04:52,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c556a9d615f11483,0,9.87,17-10-1984,72,74, Orthodox,145,16-02-1986,68,68, Orthodox,145
2820,2820,win,Ricardo Abreu,Wagner Silva,Middleweight,SUB,Rear Naked Choke,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Ricardo Abreu,2,0.32,0.0,1,3,0,33,101,43,111,0,0,27,93,5,7,1,1,20,83,4,6,9,12,Wagner Silva,0,0.32,0.0,0,0,0,17,52,20,56,0,1,6,39,2,3,9,10,17,52,0,0,0,0,2,00:01:06,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/e64310b89b54db3f,0,6.1,27-04-1984,61,73, Orthodox,185,07-02-1987,72,71, Orthodox,170
2821,2821,win,Marcos Rogerio de Lima,Richardson Moreira,Heavyweight,KO/TKO,Punch,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Marcos Rogerio de Lima,1,0.7,0.0,0,0,0,7,10,7,10,0,0,3,5,4,5,0,0,1,2,4,5,2,3,Richardson Moreira,0,0.75,0.0,0,0,0,3,4,4,5,0,0,1,2,2,2,0,0,0,0,3,4,0,0,1,00:00:20,3 Rnd (5-5-5),Wernei Cardoso,http://ufcstats.com/fight-details/ab27a211bcb9550b,0,0.33,25-06-1985,73,75, Orthodox,253,31-03-1984,74,72, Orthodox,185
2822,2822,win,Pedro Munhoz,Matt Hobar,Bantamweight,KO/TKO,Punches,0.0,31-05-2014,"Sao Paulo, Brazil",8986.0,Pedro Munhoz,0,0.55,1.0,1,0,0,24,43,27,46,2,2,23,39,1,4,0,0,16,35,2,2,6,6,Matt Hobar,0,0.25,0.0,0,0,0,7,27,7,27,0,0,2,21,1,2,4,4,5,25,2,2,0,0,1,00:02:47,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/f132535656f28648,0,2.78,07-09-1986,66,65, Orthodox,135,07-01-1987,61,70, Southpaw,135
2823,2823,win,Gegard Mousasi,Mark Munoz,Middleweight,SUB,Rear Naked Choke,0.0,31-05-2014,"Berlin, Germany",8000.0,Mark Munoz,0,0.33,0.0,0,0,0,3,9,3,9,0,6,2,8,0,0,1,1,3,9,0,0,0,0,Gegard Mousasi,0,0.62,0.0,2,3,0,18,29,30,47,0,0,13,24,2,2,3,3,7,11,2,2,9,16,1,00:03:57,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/5d7c91acbcddda2f,1,3.95,09-02-1978,72,72, Orthodox,185,01-08-1985,74,76, Orthodox,185
2824,2824,win,CB Dollaway,Francis Carmont,Middleweight,U-DEC,,0.0,31-05-2014,"Berlin, Germany",8000.0,Francis Carmont,0,0.33,0.25,1,0,0,29,86,41,100,1,4,18,68,6,13,5,5,28,83,1,3,0,0,CB Dollaway,1,0.55,0.75,0,7,1,44,79,64,109,3,4,22,49,9,16,13,14,29,60,10,10,5,9,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/0ecbb881c74a63f5,1,15.0,11-10-1981,75,78, Orthodox,205,10-08-1983,74,76, Orthodox,185
2825,2825,win,Sean Strickland,Luke Barnatt,Middleweight,S-DEC,,0.0,31-05-2014,"Berlin, Germany",8000.0,Luke Barnatt,0,0.23,0.0,0,0,0,44,187,44,187,0,1,23,133,14,33,7,21,43,182,1,3,0,2,Sean Strickland,0,0.29,0.33,0,0,0,48,161,49,166,1,3,35,135,1,5,12,21,45,154,2,3,1,4,3,00:05:00,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/3618e0e165190576,1,15.0,13-04-1988,78,77, Orthodox,185,27-02-1991,73,76, Orthodox,170
2826,2826,win,Niklas Backstrom,Tom Niinimaki,Featherweight,SUB,Rear Naked Choke,0.0,31-05-2014,"Berlin, Germany",8000.0,Tom Niinimaki,0,0.63,0.28,0,2,0,7,11,11,16,2,7,4,8,3,3,0,0,2,6,3,3,2,2,Niklas Backstrom,0,0.41,0.0,2,0,0,5,12,6,13,0,0,3,8,1,3,1,1,2,6,1,2,2,4,1,00:04:15,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/0b1af005a5f25561,1,4.25,25-07-1982,69,69, Orthodox,145,22-08-1989,73,74, Orthodox,145
